Index,Series,Name,Epithets,Description,Image,ImageHash,InputHash,StaticHash,Color
149,2,Häsün,The Storm that Roars,"A huge, many-armed beast with a face of living lightning. It is the mightiest and most destructive of Alchera’s offspring, and it can control the winds to create massive storms.",./sprites/highway-disappointment-prevention_norm_m7_OPT.gif,QmYLwXRdhLqqJALHCtT6VcWMspiHaNKcxbDJHNuYtarxeJ,QmWH444gTHQKnjxMVq8JhFhWTinJafvzXdDYfLenv3LSFw,QmUJs2exbFwvqVhqD5N7AMwZU5WQimYwt2ifoWAu3ZSBaL,combo
150,2,Fäli,The Chilling Dread,A cruel and unforgiving power who takes delight in the misery and suffering of others. Appears in the winter as a dark stain among the clouds.,./sprites/whorl-academy-access_clip_m1_OPT.gif,QmZqjLxfB2dt98RSwTPqSSJ8cFiAT72R48CrWBGUqLKbGV,QmQCV5wqK1uUzQk179ceBddKmVEUYTo2pELodzRaZaV9Hg,QmTZrcDkWD28M9Npm48m4p5Ew7RrFFF1psZfSUnVVy3XJU,green
151,2,Jielung-Shi,The World Dragon,"A legendary creature of immense power which once served as the guardian of the universe. It is said to be located in a celestial void called O's Maw, and that it came to Earth in the form of a great serpent. It is believed that Dluthos slew it, and its body turned to stone upon death, becoming the column of stone at the center of Xavala.",./sprites/modem-chard-purple_clip_m7_OPT.gif,QmbrREDui6RSz1qPXPvw4YX8hKsnzTRwy92ttZpHfkqJVW,QmZtMNWZkJ97pgvqxN6UiPgMuuoWoqbyos6hfkhsvVDRej,QmP3HkQZ6pjMMgNsHX1EhwHkfk2hL8CMPypMSFCEozdPop,rainbow
152,2,Zois,The Despoiler of Fate,"A god of the outer plane, perhaps not even a deity at all. According to tales told in the distant lands of Ruhänz, he is an entity that revels in violence. One tale is that he kills those who worship him without any form of apparent cause.",./sprites/odometer-climate-shingle_clip_m1_OPT.gif,QmZgg5vayXgiZBAfAvyBNFAocUbg8WZALQLqxEMWCHQctz,QmPo1eobvzLGY7Wf3sjEFMJp4KyR5xEMbiyZQGUuKa1q7n,QmYm3GGSVmSuPzyujF76Ub6YshYoKJuzvNUBikiNu1HnVL,red
153,2,Pelipphe,The Instigator of Disaster,"Often referred to as the Scourge of Noras, Pelipphe is considered to be the creator of all that is evil and destructive in the world. He was bound to a world of fire and passion, with his only allies being the pandagri, dark and twisted plant creatures. To this day, they continue to protect the unkind souls with their bodies.",./sprites/globe-note-duck_clip_m6_OPT.gif,QmTQKtyQUQ9pjkxKRoMLEXtQ28Ht267nK9ASecfyUeCJwt,QmfNZcRCL3DWSzpjLtbgaeYCygBjHS4uVjKgw1PYSpeN6N,QmcMEdjjZQ8BXD46ho8XdKHnonMT3ohtp8De6rvKPQnnvx,rainbow
154,2,Mtüshuyä,"The Red Woman, The Creature from Beyond the Stars","A humanoid who has six arms and two faces, one which always appears to be in a perpetual state of agony. She is said to dwell beyond the stars, and to have followed The Old Woman in the Sky to the Unnamed Lands.",./sprites/awe-birdbath-bidet_clip_m1_OPT.gif,QmQ4PS7nVnAJYdZ6wZC595ZFhDEKEST8YP5h53dHbsgyAH,QmWGR1F9fRkYBP93WnPBEoh9yRLFLeSBppFzRF5FbHWZFL,QmZHD9CcHesUFmKcbwdndVNshYzRg2VfBXykbjBnfdCFQJ,red
155,2,Ktäðä,Fire of All-Being,"A giant red humanoid with two faces and four arms. Creation is its forte. It is said to have fused a human death deity, M’llhuqhuac, with a more primordial being in order to create the first gods.",./sprites/daily-polish-fluke_clip_m7_OPT.gif,QmZh8Tfp6vrs9PejYYv7ERBe6ZCuA7CjUiXWyA4CsTd71t,QmQBfFMtjcEWaaemENrarBV4qFEfimXf37TuK29JWy8zDT,QmQ8GPG6ruTnQ5DmNQKzFc3wKwKBmiLRN8PbR7emKCSFvg,red
156,2,Sirrism,Signet of Darkness,"A deep, dark, circular being that floats in the ceiling of an immense cavern, cloaked in shadows. The Abyssal Ensemble is said to be imprisoned within it.",./sprites/painting-sneaker-veneer_norm_m0_OPT.gif,QmVnvz1x1FhpTSGupZTFkiwmLFE6JmDEmAAHuB2RkuyLCo,QmZRQENJNfS517XgvuDkhCb95YicHq6LHyczwT4yxsD1wS,QmZDjGWqzmck9rf2rP1V12jwWJRjaM4CVGjevLJ2s29iFD,blue
157,2,Chaac,The Spreader of Storms,"A great god of rain, storms, and water. He is a feathered serpent, often depicted wearing a human skull for a crown.",./sprites/button-vogue-operation_norm_m1_OPT.gif,Qma1xgU6SeoGpnrG6YnHbzNFtDbWL36porGRRY3rK9Spe4,QmWwQVYe2zHY7LMCUTzQxcpF99BfuCw17z4jvSidfpPJw4,QmVGng6C3UZ9nAsZue3eF1vsDYsRvgXHgP1kZhjqyahz1t,blue
158,2,An'sac,One Who Persists,"The oldest being of all the Aetherials. She does not age, and has been seen to hover at the edge of reality, the only being in existence that was able to accomplish such a feat. She spends most of her time within the Orb of All, where she watches, and also makes appearances on high altars, the surface of dark worlds, and in the skies. She is considered to be the ultimate force in the Aether, since she can enter the heavens or exit to approach the mortal plane.",./sprites/vane-lemur-screenwriting_norm_m6_OPT.gif,QmT4xZ5FVwLiN12A1mrHvRbZymTm6GJbg8Cc8AhWmx4TXN,QmawGu7GYXCDU2cBstcxK1zKWtXdQx8VbNvbEbXD4hRzdn,QmS82CmMUV8HPSigs19dPbhh8t11URQhGnqma1HW39MJ36,gray
159,2,Khü,"The Avenger, The Drowner of Worlds","A humanoid figure with green, webbed skin, dark hair, and sharp teeth, with a massive, twisted dagger in each hand. It is the destroyer of worlds, and the only entity capable of killing Cptzchshuai. It is said that it awakens when the stars of Rüäz and Cptzchshuai align.",./sprites/gossip-outlaw-timer_norm_m1_OPT.gif,Qmb1qoUYwQeUdXEKX7SF7ZG1dHpKzzsPySifVFz7YqJRcK,QmTg7jRe1H5XuTpq9W7cWrNnhp8gJminK6Wvr5DeLcSnJP,QmPkCLegmfJSyR1qnYqXBuEiwvoZMxyEwNLS9pudbnD4BD,combo
160,2,Z'zhi'le,The Initial Sun,"An ancient entity, said to have lived on the surface before the beginning of the cosmos. After being nearly captured by a being from the Inner Worlds, it began to traverse the land, bathing the planet in its light.",./sprites/sushi-stereo-truth_clip_m1_OPT.gif,Qmd4d1uufCPxTkpQ28uq8TdedGVwEKotGKRUEsh1cvvrDc,QmUvQZWQWGUviuGCRBU9pc2sXNSgvVXLSHpqKWjoAnjSju,QmSUncomqr3Hw2as5NRMRD86PCVk57pYrWp9BveZWF4PbV,combo
161,2,Ooousness,The Poisoned Apple,A giant shape-shifting being that is rumored to dwell in the region of Mul Shruth. It is a union of the very nature of the Realm of the Dead with the terror of the body of the human who consumed it.,./sprites/doorbell-street-cymbal_clip_m1_OPT.gif,QmafwmDWjDjdmAuchhjHxopHxhhoZUnDYgD4Pstwf6prGB,QmdsAwYs7yHdCHx2eQ71Ewa21Wk9wxt5sG9PphSWcByWzA,QmUYvAVznBwt5skWgSY5HToWetivkweskF4BirzSPiC7M6,blue
162,2,Raywen,Ruler of Men of Earth and Sky,"A divine entity that dwells in the second Moon in the Cycle of Turmoil. She dwells within a miniature sphere, only a few dozen miles wide, which lies at the edge of the Milky Way. Since her creation, she has been seen as a mediator for all living beings.",./sprites/subscription-border-sneaker_clip_m7_OPT.gif,QmXs1cEAwvC74ULx1zBGw8GRqqn815zAsLPUQj4qw1asgB,Qmb1mMFL8xXPsbKvtpeKxshxVGhgBiPP6X8fCrycgRyHA8,QmZaivGDZ82xupM91GzCkXLyoT4d7wZn4FzR6C19uKxpyZ,white
163,2,Vata,Forge of the Skies,"An entity of godlike power who has taken the form of a colorful winged creature. No one knows how or when she came to be. She is accompanied by a giant bovine-like creature which she rode to the Pit, as she could not teleport herself in such great size. Many consider her to be the great witch of the Pit of Hate, though her identity and origins still remain a mystery.",./sprites/makeover-gauge-spank_clip_m1_OPT.gif,QmUSCjsesXtT95V7Fgk6HWVcE7SHsfnnvqQeWvRc2L876g,QmS6c6gNmJuqdtBh7ziVJNr8Qjv5TuqhjnSgJcdAghwkUr,QmY9cCQM3vkbmdEmMLPxU12jxmDkg1mM3RT7tEgKH1ZRVQ,combo
164,2,Llin,"The Great Lie, Prince of Order","The Last God, an entity of neutrality which despises chaos. He is said to have been the first to lie, and is thus worshipped by those who would like to end Zapthrot's reign of corruption, peaceably if possible, forcibly if not.",./sprites/gap-primate-mortise_norm_m1_OPT.gif,QmXBp3kStSZt6ASPoq2EcxSAAyiLLYWtGr3nL2DZzrm2Qf,QmeRMGcdjxnR5eRaUSQ9xiMKaEvmEHjttXdWoe92mTHUGp,QmWvAYXDXGUjU8suMMBxTxq6Cbu1yFb3jXM2axnsvETEar,purple
165,2,Aüsh'nö,Lläsä's Offering,"Said to be the first god created by Lläsä. He is a giant, blurry sphere of orange light with wings on either side of his head. The light illuminates the Verdant Crossroads at night.",./sprites/cart-cauliflower-gearshift_clip_m1_OPT.gif,Qmb6z9opKRSVFcDpGM3gFPGGoRweGKZbiR5zsUVH1K5ZvQ,QmRWpJWBs3Js96sdq7RWaJzWTY5VYdqheHkTmFfJC8tEtm,QmeFu8onvu4QS5rJ2hUiMvsqFXYJYA8qw3mCJYBurBpiaz,brown
166,2,Thori 'eleke,Flame from the Stars,"This being is considered the natural child of two Celestial Iridescents and has the ability to create fire by touching a subject. When it is absorbed by its victim, it soon becomes filled with hot vapor. The fire will then fill the victim's body, where it can only burn for a short time, then liquefy the body, causing it to shatter into atoms and vapor.",./sprites/foreigner-pill-downforce_norm_m6_OPT.gif,Qmc5K672TyVSu6AK2ddJEDCqPWU47tfBSFvZpnc71nT1fC,QmUcgHhv6L53kKgRw5YP4n832655Mim2cRfxQ2VfcQLBXU,QmQTe4t6vAMiSYVduvRVRrHQc5WrSg29ATiNSgjjNrQt2Y,green
167,2,Wayko,Aura of Purity,"A pure soul, shaped from a brilliant star. Under its influence, the most ordinary objects become extraordinary, enemies become friends, and even the most dangerous of things can be turned to good. An undeniable power of the natural order, it can bring balance to chaos and ease the struggle for existence.",./sprites/bathtub-slope-handicap_clip_m1_OPT.gif,QmdB7Ww8R5yizQmMYL7CeBdba7T4c2aPU7crBjvVPHSdV9,QmbwJ49WJMGPacVMMT2tZex8RGzGAVQKA6UQJPdrE199HQ,QmRA6bbTZ7yafUL7K7kQBbwXAo6pG9JsWAEJrGqnTv5L9A,purple
168,2,Niha,Victory of the Young,"A young, youthful and elegant deity of great energy. She is a major force in the nature of the night realm, helping to sustain the night throughout the ages. She is especially revered among the Hoununkees, and she was the only being to ever successfully duel an Immortal.",./sprites/blackberry-countryside-temptress_clip_m1_OPT.gif,QmfVPu3qmpTWJR2VcWNggrve8d3qRy72dEWrkrTtbhxN8d,QmZh16TLn91w4GUJ88RPMFW8dZjy6m4dmdHnWs4sVdqtx8,QmdnzYHqSeRMkABshnhpUMPTpr6vuM8VzNcvxZp54gnc54,brown
169,2,Kqüchq'u,The Dweller in Deep Places,"A gigantic, worm-formed being said to inhabit the depths of the Gulf of Rhot. It is one of many possible creators of Tiawath, and it is said to be the size of a small island.",./sprites/barbecue-sheet-hug_norm_m6_OPT.gif,QmdsJcbjxRh9o4U6zuwGojcGhnGxi7ps2WkQHuw7LcK2T5,QmfDn11JgKfnVuvZaqQZnA48K3zeyJwyHwQsj72xj9FUrZ,QmcwFTKUTSWu3Qnn5RotYJn8eXJHmegN1Mrd1dVCPryZod,gray
170,2,Dzä,The Old Woman in the Sky,"The Great Judge of Fate, said to have created the Unnamed Lands with her right hand. She is a giant woman said to be made of stone, who holds a tablet in one hand and a pen in the other, and wears a crown of stars. She is accompanied by two flaming figures, one green and one red.",./sprites/tom-tom-modeling-irrigation_clip_m0_OPT.gif,Qmf9fu2SLBPFyv7ayadwLAiqgGgd3pRtktUgJC6QnW65wd,QmYK6hoEso4LhGVgCTrt3TipCFVXihJLtLurPhHKrX4DXL,QmbhzrsfhNpQoKjEe3ysA7kS8eZZj1B3t3cVW589GD2eu9,rainbow
171,2,Nya,Sister of Progress,"A cosmic being who is said to have the power to hasten and reverse time, to re-create and re-shape the universe, to create new worlds and new gods, and to determine the fate of mortals. Originally a servant of the Three Gods, she was cast out by her masters when they rejected her idea for a Daughter of Chaos. She has since taken up residence in Kali-Züi's realms.",./sprites/vogue-stepmother-notepad_clip_m0_OPT.gif,QmbBDk3D2o1AJoNiZpyk1FCne5yqNNDWEr1LTPrJRFzbH4,QmVSRPS8Fiecgj1Wf4zzkvxB2t9owesASAB1ddyh2cyH5i,QmbbgmnD6LNAtqnfiLVhmzKNmym8XdBxdZRF9J4m5vGbxu,blue
172,2,Maglaf,The Shadowed One,"An armored giant who wields an elegant blade. He is one of the most feared of all Vast beings, and few know of his true nature. His name literally means 'Shadow', and is associated with countless other beings. He commands the Zephyr Guards, a group of elite warriors who will serve to defend the Vast if the need ever arises.",./sprites/washbasin-sneaker-theism_norm_m1_OPT.gif,QmbNXSCjC7E1xNd2qgV1FfuLtgzqDJBNcqP4XSWawCD9aP,QmWtc29xmUNhhvGH9yLpZ7jq2gLkdhrazkxYxL6GJYduvs,QmbL7mp6JHb2xsDHu4dvjDzSRUHhHhSB4jbUBcwhCpfu7L,blue
173,2,Vesiri,The Lady of Benefits,"Vesiri is said to be the last of the Pitch Gods. Her teachings are respected as holy truths, and her knowledge of the Void has been passed on to many of the descendants of the First Cataclysm, the Nüwaddi. She is generally thought of as a benevolent being, and sometimes she visibly appears to grant boons.",./sprites/buckle-sponsor-offset_norm_m6_OPT.gif,QmZWe8xeCFZiokJmmQJfgQ7fEiaSPQ3DLRdcwpQZAn5Pbw,QmemkecJEW38TXZV4sUQTnz6G2z1c95Vr6VbucqUJZU9jH,QmZ7SiDRVd82ErD9hvzkxrGd2zi8krsoKfPpKbZeqk7PU8,blue
174,2,Ak-Lhaa,The Hairy Demon of Pestilence,"A humanoid figure with no distinct features or organs that is covered in hair. It is the messenger, servant, and herald of G’yathnä. It is said to spread disease with its touch. Goop is said to be composed of the sickly ichors which flow from it.",./sprites/comprehension-school-quail_clip_m6_OPT.gif,QmTJ9oXtoutLj9puF3fDDsCE7TK1ZbyNPZ4CZomnGTP5Cq,Qmf4AcBdZA7NkcHCs5M6HPKEUSgdLDdN3enfnqTBei2va9,Qmazao97zCDB1ouoGpVbJbvd7L8KiEn43HsZHKQmiDDMNc,purple
175,2,Ubys,Keeper of the East,"As the most ancient of the six chief celestial beings, Ubys rules over the East of the Vast. He holds dominion over the stars, and although his function is to carry out the decrees of the celestial sphere, he will sometimes break his own principles if it will benefit the vaster good.",./sprites/nightmare-shirt-release_norm_m7_OPT.gif,QmUuo7q8cYWCStrZM5vSUj3gLtgU2w1MSGwBdbAAktD6g6,QmPrnhpGLJmccwRh2nrxFXjMN1atJKAwcs6bZQnLu6XTcH,QmaPbdafmqdP25g9RKLAioPk1UXsCkoxyNCgSRSKi8QX9F,blue
176,2,Doz,Shaper of the Laws,"A being that can manipulate the very notes of reality itself, according to how well its wishes are implemented. Once, in the past, it was capable of making such wishes itself. For reasons unknown, it decided to delegate this power to the designers of the Moebius. However, it can grant or revoke the wishes of the acolytes of the Moebius, so it indirectly invokes its will onto the world.",./sprites/snuck-pun-comradeship_clip_m6_OPT.gif,QmehGz3eypmC3mKi4zDpNiKxrFq3e1Arzb1Tf4qjzBqWaV,QmTJqUJG343Dz44vguPqeUNW4tyxyFfjpWBe4h6zBZMF8x,QmSQxnjMuyooDKo7utboaeH6dpUkunVfUUuCBiShN1v91e,yellow
177,2,Catnzll,Masterstroke of the Forerunners,"Created by a now-vanished race as an instrument of their final revenge against the forces of order, Catnzll had no beginning and will have no end, for he embodies the void of chaos and entropy. His presence is said to be painful to all living things.",./sprites/hanger-wholesale-medal_norm_m7_OPT.gif,QmVBYCM6UziunbJY1PavUHT7QQA4QwshudNoCwVisBcqZf,QmendAjyY8e82JCM6xUPQ2Xk8FvmwhqrLi5ZHRx1mcUMyG,QmcBe4PjyZgUrPFvBCPSEbyKdbF2DQCrFtfKkFGLrPYWWR,gray
178,2,Zhuryä,The Fate Weaver,"A being which resides in the space near the Blind Star, and is said to be the soul sister of the World Serpent. She is a powerful being, but with very little knowledge of the world outside her own. She can change someone's path.",./sprites/stream-eel-assurance_clip_m1_OPT.gif,QmTYMLex2m1N2JvnQETtibyxZtsXS2amd2PZvmpoUcA86v,QmcQWXfQPkCQkCjTSUxEdreytqN6hbfPMP6drYeXxKpw8s,QmZCkSZzMYwhvTsEWCCU2U3bLsBkjToRRFuphrfm7BBKsR,white
179,2,Chröoot,The Face in the Rock,"A towering, faceless humanoid with a massive mouth in the center of its body. It is said to walk the world in solitude, devouring those it encounters.",./sprites/barge-tramp-basis_norm_m1_OPT.gif,QmPBXyBy64yGhXrKE7Zjex7xs3ytnZsF4YucKhJxyKDLEM,QmVLQ9ArbzyXuyrPytmeVPxajwddtgYyQywoP7bCgiFdyq,Qmf7jEbC4bLRzNrKNbqVbHjbkKJUTf79EA1fmDTJAriycC,green
180,2,Ren,The Long-Legged Entender,"A physically monstrous four-armed being with bat-like wings, a flattened face, and a long body which is always in motion. Originally from Phûlûn, the Thousand Worlds, Ren is said to have traveled the world seeking to serve an order of beings she believed to be more worthy than her own people, but it is unclear if she succeeded. She is said to be chained to the material plane by her enemies, who fear her greatly.",./sprites/elephant-evaluator-obstacle_clip_m7_OPT.gif,QmPunCrhQggkfgPGuxSLC8iaaKpxrhB6qge9Hfvdw8LHu2,QmQAPdn2N9LsjEhYRZx3WKjWp2xqNi4biwctZCwTvicnpF,QmP7zcNpaUVVYryqYomcVZ7TTwTtgos3aQNhHVpYsM3rGr,rainbow
181,2,Iruvial,The Foremost Enticer,"A beautiful, long-haired man with a serpent's tail. He is said to be one of the first Gods, and the father of all earthly creatures. He is also said to bring temptation wherever he goes.",./sprites/towel-candidacy-afterthought_norm_m7_OPT.gif,QmRkZYmHLjBmddDUnZzkcXk8MV1WeuonPXMJ5KmoLPFDiU,Qmd3tRqmcHBy2DSkQLwuCcjsYR2gb7dJJwmQzvo4yGHddZ,QmPZ5xHtj2NVEfkCWeAtcn7gpYTHvzN29DFetb3tBDCzb6,rainbow
182,2,Ngaro,The Undying,"One of the most elusive of the beings of the Vast, Ngaro's existence is extremely difficult to locate and even more difficult to destroy. Ngaro feeds on the soul of those who die, and any that are close enough to him are not safe from his powerful energies. He is a towering creature, with more or less the body of a wolf, but possessing the face of a lion.",./sprites/mover-clarinet-spell_norm_m7_OPT.gif,QmPojTGzovd3o7fm8TmJrbEZboxbyDgNyJWqEzypsY7PZv,QmPDC8hWUXyy9mPyN2rgKX6tVeziqGeS9cW1ex85iSKvAP,QmSsiAR7XnXRTiDJQQPevV3A3yQ4iFE6V9up6vRsmx3n3k,purple
183,2,Azero,The Turned One,"A fearsome demon-like being, with horns and claws and a glowing blue eye. A fierce pursuer of Huacas, he has a terrifying reputation. It is said that he was originally created by the Triple Goddess as an aid for Huacas, but he was corrupted by the hatred and anger in the hearts of people and became a slave to darkness and evil. He still searches for the three teams of Chosen Ones to battle for his freedom and claim vengeance.",./sprites/pinstripe-driveway-poisoning_clip_m6_OPT.gif,QmNts3WWzhJSUdefSoCpWsb3SvztPdVd2NLK12sjAioAS5,QmarRg8CCKC2b1k1frGsrHS7p2eM847EWST9Y8VvVd1kmw,QmT7144sZp9xuY8Yt1RhVkXT7FwaiSH9xgDeYb2T9wcPWD,rainbow
184,2,Thal,The Tempest,"An enigmatic being with one enormous eye, most often said to be the eye of the Great Storm itself. Its most common name in the Vast is 'The Thunder God', and it is generally held to be the largest of the beings which dwell in the Primal Sarcophagus.",./sprites/licorice-maternity-perspective_clip_m0_OPT.gif,QmPRshtHSG6SYrVQrRfrpS3fFbVhjF6tgQnachjAsADX89,QmdGMuhizbBUhfqmopayorMxwCRfhxR3xCASHRY5rwBtxu,QmeqAkuAc2Uo6FLc7CSCBD4dy8QJh177eUrrG8s82ate2N,purple
185,2,Vertris,A Taste of the Fiery Past,A monstrous creature who hides in the limits of the Moag by constantly jumping and shooting fire from its hands. Those struck by its flames find themselves dislodged from time. Chronology bends when it erupts.,./sprites/order-estate-popcorn_clip_m7_OPT.gif,QmezX8TSrcQ8E5mR9wmyUmBtPQBaPUCRsL8twVBRxBEFGb,QmfEAN3LUdeH8bssRXFdW3GJwZWUuVjWAb7mRmYvY8PJX8,QmYejG6akRHBL5Sq6v5V8L88g2FZmEjCm22TVspe6fumdk,purple
186,2,Tsz'vüma,The Cherished Destroyer,"The personification of the natural forces of decay, disease, and death. He is said to be the most powerful warrior-god of the Unnamed Lands, opposing the fundamental Entropy.",./sprites/corridor-worry-crate_clip_m1_OPT.gif,QmW9BqYzeTKZj2DSaq6pLS4Y6jCb4Fqk172zvr3FPofP2C,QmZq5FcB2j5ep5d3z4oaYKBpp2kA9EeFPddbVY5JkStNxw,QmYwtfdWaZcLawjJsNgdr7L8D5idygAfXAxJNpzyb6twRQ,purple
187,2,Spasmoon,Loathsome Bloodfang,"An enraged, raging embodiment of madness, this abomination dwells within the heart of a great desert. The lesser demons fear and avoid it. It harbors fierce hatred towards the other hellbenders and especially towards those it considers to be tributes to the Glorious Cult of Thul.",./sprites/institute-mall-boot_clip_m1_OPT.gif,QmcRJieFRAQvBnJpEScJ4ZSNGhDDpc5ZkhiDvYBzfueJoC,QmcpM5AKMtpsJW2NHhjnFQHGmysrYYup4EvGfvmuxV2cWU,QmNzZGPEPgWbr2QrGBZYtbc8jbwmRS29RVWF53a6gtCQLW,green
188,2,Hull'sen,Shield of the Abyss,"A monstrous, blind, ancient creature with long, spindly limbs and a massive, faceless head. It is said to be the last in a line of guardians that defends the Abyss of Woe.",./sprites/barracks-men-hike_norm_m7_OPT.gif,QmWTmEBycvVdUptRk8MLktw3pKUSieDXYmWTGSHutur9wq,QmcgVhLHaJiAgu88XFFj7kjdJ7u3r7h82mR2h1PyTvSUu8,Qmc3riTwByaegZ7xycVShPQh77ZSFikeUYiSEaVV6hg2uR,gray
189,2,Tch’yäs,The Inception of Villainy,"A gigantic orb of red light filled with pulsing shadows, said to be the ultimate manifestation of chaos. It is said to float high in space, singly, and to have been the ancient adversary to the first Gods.",./sprites/optimal-majority-race_clip_m7_OPT.gif,Qmdrz14Pr1RkyDABSf6oWbzE5MZaKioZn2WZ2zKbypjH5E,QmUDHqEf1MbRJBp3YcDC2xaDT9duExBb2nU22ksJtbVSQr,QmNtqL939kTwPVyYebVWE8PRXUP1CoG79NLHGFTJr97VSA,red
190,2,Jagzaddah,"The Warlike One, Wrath of the Abyss","The servant of Ghitlagh. It has been seen to emerge from a mass of tentacles in the Gulf of Rhot. It is said to be able to corrupt the holiest of hearts, and that it is the one who will bring about the end of the world. It has vowed to eliminate Wökr.",./sprites/trapdoor-anybody-winner_norm_m1_OPT.gif,QmPa3VgrjaHsJaie75HvroV4piKJp8xA9PsD7EhmqNVpgH,QmYnBpUDmRJqge48KZR2hqAaBtD9sknE8cbgdLbueSo59b,QmcNvKbusMkeNQfNtcfpxmFbjhjt2KsQoygauehYJXYkG2,white
191,2,Turghur,The Husk-God,"A faceless humanoid with a mouth yawning beneath its topmost row of teeth. Its true form is unknown, but it appears to be a winding mass of flesh with innumerable appendages, and it may have been born from the primordial earth.",./sprites/incision-gyro-rebel_norm_m1_OPT.gif,QmYPxy1BguZuKNCzKVbs6CYbQDyFvsBp7GbY5H3LztjfDr,QmQeS8HqzEWWL26tNyuNWPLEETYtDANDRd1ijtkaXuXjdB,QmezgDmFdsj2iBk4uzaxndNaqkoNWpiK2dWDhHsihFjjUv,gray
192,2,Daar,The Maelstrom Demon,"A horrifying creature, possibly the foulest thing in Xavala. It has two monstrous heads with teeth like razors, an armored, bladelike body, a tail, and a scaly hide. It is covered in a coarse, black hair, but has been known to shave that away. In its monstrous form, it wears a skin of bone, which has clawed, weeping holes throughout. It uses this skin as a sail to glide through the air.",./sprites/grab-bag-flow-randomisation_norm_m1_OPT.gif,QmVNvZqU7UrkJ2yZjXYn6geq7Fpww1fWQdLgBMC4gfDY1n,QmeXRt2f99RSgHx47VR5aVm67PKWYFHJTw7APYBfks5Pds,QmTGLJqKhes5FQuhW2o6iUhztGboUtNr62eLxfFaskGpfP,rainbow
193,2,I'gnai,The Floodgates of Chaos,"A creature of chaos with eight arms, said to have emerged after the destruction of the previous world. Able to destroy anything in its path in an instant, but only if it successfully manages to grasp it.",./sprites/takeover-step-uncle-ischemia_norm_m1_OPT.gif,QmcEAuLisPhgmXjiybN9HG6CKFAHm3oboS4D7TyQx1RPaK,QmVc2zoobbULr1keovQq9mR7of3G4C4TCVS6hTRWUR1QqG,QmcsGeFQkxzFFAozdpNW7rQn73e6DNa8N24vqDpY237ckF,white
194,2,Rahl'r,Terror of the Outer Edge,"A giant beast made of hardened metal which dwells in the ruined city of Phelabri on the edge of the galaxy. Its eyes glow a blood red hue, and its movements are fueled by destructive energy. Every so often, a new fundamental particle sloughs off its back.",./sprites/animal-coffin-irony_norm_m1_OPT.gif,QmXU92vv5f9aXVcyvieizwiuNn6sHZkmiMUJDgmRBFqMA7,QmfMtTi5d3YneHGBwiZuCDXzfcYvnhAcXF2kqGLqTxFNfM,QmdeEsvuxnAtp9MP5fecuqN4ntJuCAbdGbgRN6cHdAzrqa,gray
195,2,Dark'istor,In the Mouth of Madness,"In a twist on the stereotypical blind entity, Dark’istor was once a sentient being with the power to absorb the knowledge of other sentient beings. However, it perished when trying to absorb the knowledge of something which existed within itself; this recursive disaster formed the Abyss of Woe.",./sprites/cosset-reform-synthesis_clip_m1_OPT.gif,QmfCTj5PnqVS2caKKJKFBMvwRA7TEzYze1yPgKpZLKvKho,QmSqAvhT8eJ1U8WNZ4WDreCcgnLfW2qmGrysD54AWwMs3J,QmWaoEqYBgYxQqrG25uDhJQhW1EVqT5LBtjok8McExrmzw,rainbow
196,2,V’sug,The Destructive Ones,"The gods of the Shmiur, a coalition of entities that arose during the Tenth Cataclysm. V'sug, or The Destructive Ones, were the ones who created the Rhottizens. They have since been banished by Urrghth, and they are now plotting their revenge.",./sprites/dwelling-sandpaper-twitter_clip_m1_OPT.gif,QmbtYoFR3J74vw7LH7k51KTmiy4esDWDRawyPYicTDpVdq,QmZbDCNRnNzc1gzvTctU9E6McXtAMm9xbaoep283cBEYhg,QmajeGXYUQkGsSDyD72rtf1ScAnAZgZ6YRio6TJhUh3wgv,yellow
197,2,Czezz,Jester's Vulture,"A floating, winged being that represents a stage of spiritual advancement. It appears that it dwells in the body of a human who, during his lifetime, had achieved a great deal. It is said that once the Czezz reaches the next level, it will emerge from the physical body and seek to convert the host into one of its followers.",./sprites/sociology-whiskey-strawman_clip_m0_OPT.gif,QmWjD9LHRwmC5T3cxueMgLdYurCacUetmMo7yKQAUy8hfA,QmNVCc9esWrGnuagyBU1hvrxy5qSXmd7pYxUyso2bBRNZ1,QmPSTH9AVapDdmCXw8C3SsBX2UbAeVeKBszHp6vKCjqmta,rainbow
198,2,Quyllur Mitschun,The Crawling Stone God,"A unique deity which lives within the hill of Qurakukayuq. It is made up of many stones, which shift and crawl across one another. Gargantuan in size, it has an enormous mouth lined with whole rows of needle-like teeth, and shining yellow eyes.",./sprites/disregard-leading-individual_norm_m1_OPT.gif,QmTLy8xfL59byWJMhw6c9y9sY92uKQUj8pgrQ6w17HpsHZ,QmYKtxtQfdjdNejieEvsPc8d5Z6JNqZtaQMvBK3zvkdtm7,QmfSJ96cbToyWSuudq8VZCPDJhhSKAWVu91azas6Mia3fF,gray
